,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
349,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,ThinNlight,No warranty,No,No,84990,3.0,0,0
350,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,No warranty,No,No,89998,3.0,0,0
351,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,No,99990,3.0,0,0
352,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,ThinNlight,No warranty,No,No,84990,3.0,0,0
353,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,69899,4.0,474,37
354,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Casual,1 year,No,No,79990,3.0,0,0
355,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Casual,1 year,No,No,76300,4.0,6,0
356,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,55999,3.0,0,0
357,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,72900,3.0,24,4
358,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,73990,4.0,195,17
359,ASUS,Intel,Core i5,11th,8,LPDDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,84990,3.0,0,0
360,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,No warranty,No,No,73519,3.0,0,0
361,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,No,126000,5.0,2,1
362,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,6,Casual,1 year,No,No,88990,3.0,0,0
363,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,Yes,Yes,114999,3.0,0,0
364,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,Yes,Yes,82990,4.0,21,2
365,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,Yes,No,109999,3.0,0,0
366,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,Yes,Yes,82990,3.0,0,0
367,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,Yes,Yes,79990,4.0,5,0
368,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,No,114990,3.0,0,0
369,HP,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,No,129999,3.0,0,0
370,MSI,Intel,Core i5,8th,8,DDR5,512,0,Windows,6,Casual,No warranty,No,No,149990,4.0,10,3
371,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,No warranty,No,No,71290,3.0,0,0
372,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,79500,4.0,10,1
373,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,82990,3.0,15,3
374,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,70980,4.0,138,23
375,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,No,99990,3.0,0,0
376,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,No warranty,No,No,94000,3.0,0,0
377,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,No warranty,Yes,No,82990,4.0,16,3
378,MSI,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,No,No,79990,4.0,11,4
379,ASUS,Intel,Core i5,8th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,85990,3.0,0,0
380,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,Casual,No warranty,No,No,86990,3.0,0,0
381,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,2,Casual,1 year,No,Yes,105990,5.0,4,0
382,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,0,Casual,No warranty,No,No,84990,3.0,0,0
383,Lenovo,Intel,Core i5,8th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,59999,4.0,22,3
384,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,91999,4.0,16,2
385,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,78900,3.0,16,1
386,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,0,Casual,No warranty,No,No,132790,3.0,0,0
387,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,60990,3.0,14,6
388,Avita,Intel,Core i5,7th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,65556,3.0,0,0
389,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,70190,3.0,6,3
390,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,Yes,No,79590,3.0,0,0
391,Avita,Intel,Core i5,7th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,65556,3.0,0,0
392,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Casual,1 year,No,No,76990,3.0,0,0
393,Avita,Intel,Core i5,7th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,65556,3.0,0,0
394,Avita,Intel,Core i5,8th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,44990,3.0,17,3
395,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,84990,3.0,17,2
396,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,Casual,1 year,Yes,Yes,86999,4.0,3,0
397,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,2,Casual,1 year,No,No,78000,4.0,512,85
398,Avita,Intel,Core i5,8th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,73063,3.0,17,3
399,Avita,Intel,Core i5,8th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,73063,3.0,17,3
400,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,4,Casual,1 year,No,Yes,100990,3.0,0,0
401,Lenovo,Intel,Core i5,8th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,74990,3.0,3,1
402,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Casual,No warranty,No,No,75990,4.0,1365,137
403,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,84086,3.0,8,3
404,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,4,Gaming,No warranty,No,No,75990,4.0,368,48
405,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,4,Gaming,1 year,No,Yes,77990,4.0,202,26
406,ASUS,Intel,Core i5,10th,8,DDR4,1024,0,Windows,4,Casual,1 year,No,No,77990,4.0,187,26
407,APPLE,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,0,Casual,1 year,No,No,179990,4.0,31,3
408,APPLE,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,0,Casual,1 year,No,No,179990,4.0,91,5
409,ASUS,Intel,Core i5,10th,8,DDR4,1024,0,Windows,4,Casual,No warranty,No,No,82990,4.0,844,118
410,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,4,Casual,1 year,No,No,87990,3.0,0,0
411,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,4,Casual,No warranty,No,No,84500,4.0,3,0
412,DELL,Intel,Core i5,11th,8,LPDDR4X,1024,0,Windows,0,ThinNlight,No warranty,No,No,74190,4.0,21,3
413,Lenovo,Intel,Core i5,11th,8,DDR4,1024,0,Windows,0,ThinNlight,1 year,No,Yes,64990,3.0,4,0
414,Lenovo,Intel,Core i5,10th,8,DDR4,512,512,Windows,0,ThinNlight,3 years,Yes,No,155411,3.0,0,0
415,Lenovo,Intel,Core i5,10th,8,DDR4,512,512,Windows,0,ThinNlight,3 years,Yes,No,125394,3.0,0,0
416,acer,Intel,Core i5,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,49990,3.0,0,0
417,acer,Intel,Core i5,11th,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,No,46990,3.0,253,28
418,DELL,Intel,Core i5,11th,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,48990,3.0,470,46
419,acer,Intel,Core i5,8th,8,DDR4,0,1024,Windows,2,Casual,1 year,No,Yes,59999,4.0,118,28
420,ASUS,Intel,Core i5,10th,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,No,46990,4.0,1444,179
421,MSI,Intel,Core i5,10th,8,DDR4,0,1024,Windows,4,Casual,2 years,No,No,52990,4.0,1114,137
422,Lenovo,Intel,Core i5,7th,8,DDR4,0,1024,Windows,2,Casual,No warranty,No,No,57999,3.0,0,0
423,Lenovo,Intel,Core i5,4th,8,DDR3,0,1024,Windows,0,Casual,No warranty,No,No,52490,3.0,78,17
424,Lenovo,Intel,Core i5,8th,8,DDR4,0,1024,Windows,4,Casual,1 year,No,No,56990,4.0,21,5
425,acer,Intel,Core i5,8th,8,DDR4,0,1024,Windows,2,ThinNlight,1 year,No,No,61990,4.0,73,21
426,DELL,Intel,Core i5,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,58090,3.0,0,0
427,ASUS,Intel,Core i5,10th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,56990,3.0,0,0
428,acer,Intel,Core i5,8th,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,No,61597,3.0,0,0
429,ASUS,Intel,Core i5,8th,8,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,81990,3.0,0,0
430,ASUS,Intel,Core i5,10th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,61249,3.0,0,0
431,DELL,Intel,Core i5,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,58990,3.0,0,0
432,ASUS,Intel,Core i5,10th,8,DDR4,0,1024,Windows,2,Casual,No warranty,No,No,83990,3.0,0,0
434,MSI,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,6,Casual,No warranty,No,No,145990,4.0,715,106
436,HP,Intel,Core i5,8th,8,DDR4,0,1024,Windows,2,Casual,1 year,No,Yes,64990,4.0,23,4
438,HP,Intel,Core i5,7th,4,DDR4,0,1024,Windows,0,Casual,1 year,No,No,44599,4.0,122,12
439,acer,Intel,Core i5,8th,8,DDR4,0,1024,Windows,2,Casual,1 year,No,No,72964,4.0,18,6
440,HP,Intel,Core i5,10th,8,DDR4,0,1024,Windows,0,Casual,1 year,No,Yes,48790,3.0,11,1
441,acer,Intel,Core i5,10th,8,DDR4,0,1024,Windows,2,Casual,1 year,No,No,56491,3.0,30,6
442,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,Yes,50990,4.0,1188,127
443,ASUS,Intel,Core i5,10th,8,DDR4,256,1024,Windows,4,Gaming,No warranty,No,No,55990,4.0,23,0
444,acer,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,No,57990,4.0,32,1
445,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,No,52990,3.0,0,0
446,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,No,57990,4.0,47,0
447,acer,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,No,56990,4.0,27,2
448,acer,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,No warranty,No,No,55490,3.0,8,3
449,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,1 year,No,No,62490,3.0,157,20
450,ASUS,Intel,Core i5,11th,16,DDR4,256,1024,Windows,0,Casual,1 year,No,No,64990,4.0,10,1
451,Lenovo,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,1 year,No,Yes,59990,4.0,52,4
452,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,1 year,No,Yes,60190,4.0,33,4
453,ASUS,Intel,Core i5,9th,8,DDR4,256,1024,Windows,4,Gaming,No warranty,No,No,54490,4.0,343,47
454,Lenovo,Intel,Core i5,9th,8,DDR4,256,1024,Windows,4,Casual,1 year,No,Yes,60990,4.0,131,17
455,DELL,Intel,Core i5,11th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,55790,4.0,41,4
456,ASUS,Intel,Core i5,11th,16,DDR4,256,1024,Windows,0,Casual,1 year,No,Yes,64990,4.0,328,51
457,ASUS,Intel,Core i5,11th,16,DDR4,256,1024,Windows,0,ThinNlight,No warranty,No,No,58990,4.0,6,1
458,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,54990,3.0,353,28
459,HP,Intel,Core i5,11th,8,DDR4,256,1024,Windows,4,Gaming,1 year,No,Yes,71990,4.0,127,20
460,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,1 year,No,No,69900,3.0,0,0
461,Lenovo,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,1 year,No,Yes,65990,4.0,241,19
462,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,No,49990,3.0,22,2
463,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,58990,4.0,8,1
464,Lenovo,Intel,Core i5,10th,8,DDR4,256,1024,Windows,4,Gaming,No warranty,No,No,74590,4.0,898,128
465,ASUS,Intel,Core i5,10th,8,DDR4,256,1024,Windows,2,Casual,No warranty,No,No,58990,5.0,1,1
466,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,No,64990,3.0,0,0
467,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,No warranty,No,No,66490,3.0,6,1
468,DELL,Intel,Core i5,10th,8,DDR4,256,1024,Windows,4,Casual,No warranty,No,No,77900,4.0,179,34
469,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,No warranty,No,No,67490,3.0,41,5
470,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,61990,3.0,0,0
471,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,Yes,58990,4.0,114,9
472,Lenovo,Intel,Core i5,10th,8,DDR4,256,1024,Windows,4,Gaming,No warranty,No,No,74999,4.0,268,25
473,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,Yes,68900,5.0,6,1
474,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,2,Casual,No warranty,No,No,71695,4.0,153,16
475,acer,Intel,Core i5,11th,16,DDR4,256,1024,Windows,0,Casual,No warranty,No,No,62490,3.0,8,0
478,DELL,Intel,Core i7,8th,16,DDR4,256,0,Windows,4,Casual,1 year,No,Yes,87990,4.0,120,21
479,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,73990,3.0,0,0
480,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,73990,3.0,0,0
481,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,73990,3.0,0,0
482,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,73990,3.0,0,0
483,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,73990,3.0,0,0
484,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,73990,3.0,0,0
485,ASUS,Intel,Core i7,10th,16,DDR4,512,0,Windows,0,Casual,1 year,No,No,57990,4.0,76,9
486,ASUS,Intel,Core i7,10th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,61990,4.0,11,2
487,MSI,Intel,Core i7,10th,16,DDR4,512,0,Windows,4,Casual,2 years,No,No,79990,4.0,484,56
488,Lenovo,Intel,Core i7,10th,8,DDR4,512,0,Windows,4,Gaming,1 year,No,Yes,68990,4.0,44,2
489,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,85990,4.0,77,10
490,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Casual,1 year,No,Yes,99990,4.0,11,3
491,ASUS,Intel,Core i7,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,77990,4.0,21,5
492,Lenovo,Intel,Core i7,11th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,79990,4.0,5,2
493,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Casual,1 year,No,Yes,93190,5.0,4,0
494,ASUS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,0,Casual,1 year,No,Yes,94990,3.0,0,0
495,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,3 years,Yes,Yes,84990,4.0,13,2
496,MSI,Intel,Core i7,10th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,57990,4.0,15,0
497,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,102990,4.0,11,2
498,DELL,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Casual,1 year,No,No,99990,3.0,0,0
499,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,94990,4.0,118,15
500,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,104000,3.0,0,0
501,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,2,Casual,No warranty,No,No,76990,3.0,0,0
502,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Gaming,1 year,No,Yes,90190,4.0,6,1
503,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,No warranty,Yes,No,88488,3.0,0,0
504,MSI,Intel,Core i7,10th,16,DDR4,512,0,Windows,4,Casual,1 year,No,No,109990,4.0,138,30
505,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Casual,No warranty,No,No,86990,3.0,0,0
506,MSI,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,0,Casual,1 year,No,No,89990,3.0,0,0
508,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,78990,4.0,35,4
510,ASUS,Intel,Core i7,8th,16,LPDDR3,512,0,Windows,0,ThinNlight,1 year,No,No,85990,4.0,18,0
511,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Casual,2 years,No,No,94990,3.0,0,0
512,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Gaming,1 year,No,Yes,92000,4.0,8,1
513,HP,Intel,Core i7,10th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,No,162990,3.0,3,1
514,DELL,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,0,ThinNlight,1 year,No,Yes,135300,5.0,5,2
515,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,No warranty,No,No,64990,4.0,33,5
516,Lenovo,Intel,Core i7,10th,16,DDR4,512,0,Windows,0,ThinNlight,3 years,No,No,174527,3.0,0,0
517,Lenovo,Intel,Core i7,10th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,162299,3.0,0,0
518,DELL,Intel,Core i7,10th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,109190,3.0,0,0
519,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,99999,3.0,0,0
520,MSI,Intel,Core i7,10th,16,DDR4,512,0,Windows,2,Casual,1 year,No,No,104990,4.0,85,9
521,ASUS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,0,ThinNlight,No warranty,Yes,No,109990,3.0,0,0
522,ASUS,Intel,Core i7,8th,16,DDR3,512,0,Windows,0,ThinNlight,1 year,No,No,99990,4.0,30,7
524,ASUS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,0,ThinNlight,No warranty,No,No,94990,3.0,0,0
525,Lenovo,Intel,Core i7,8th,16,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,86000,3.0,0,0
526,Lenovo,Intel,Core i7,10th,16,DDR4,512,0,Windows,2,Casual,No warranty,No,No,162399,3.0,0,0
527,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,No warranty,No,No,119599,3.0,0,0
529,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,0,Casual,No warranty,No,No,110999,3.0,0,0
530,DELL,Intel,Core i7,11th,16,DDR4,512,0,Windows,4,Casual,1 year,No,No,99990,3.0,0,0
531,ASUS,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,0,ThinNlight,1 year,No,No,81990,4.0,40,4
533,MSI,Intel,Core i7,10th,16,DDR4,1024,0,Windows,6,Casual,2 years,No,No,84990,4.0,498,64
534,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,2,Casual,1 year,Yes,Yes,104990,3.0,0,0
535,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,Casual,1 year,Yes,No,134990,3.0,0,0
536,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,4,Gaming,No warranty,No,No,98990,4.0,445,56
537,HP,Intel,Core i7,10th,16,DDR4,1024,0,Windows,6,Casual,1 year,No,Yes,144690,4.0,17,4
538,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,ThinNlight,No warranty,No,No,99990,3.0,0,0
539,MSI,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,2 years,No,No,119990,4.0,20,3
541,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,2,Casual,1 year,No,Yes,124990,4.0,17,1
542,DELL,Intel,Core i7,11th,16,DDR4,1024,0,Windows,2,Casual,No warranty,No,No,122410,3.0,0,0
543,HP,Intel,Core i7,10th,16,DDR4,1024,0,Windows,0,Casual,1 year,Yes,No,179990,4.0,13,5
544,MSI,Intel,Core i7,11th,16,DDR4,1024,0,Windows,4,Casual,2 years,Yes,No,154990,4.0,3,2
545,Lenovo,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,Casual,1 year,No,Yes,122990,3.0,4,2
548,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,4,Casual,No warranty,No,No,121990,3.0,0,0
549,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,4,Casual,No warranty,No,No,116990,3.0,0,0
550,Lenovo,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,No warranty,No,No,151098,4.0,7,0
552,HP,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,Casual,1 year,Yes,No,149999,3.0,0,0
553,MSI,Intel,Core i7,12th,16,DDR4,1024,0,Windows,6,Casual,No warranty,No,No,139990,4.0,4,2
554,acer,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,1 year,No,No,129990,4.0,54,7
556,DELL,Intel,Core i7,11th,16,DDR4,1024,0,Windows,2,Casual,1 year,No,Yes,93955,4.0,4,0
558,HP,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,Casual,1 year,Yes,Yes,128500,3.0,3,1
559,Lenovo,Intel,Core i7,11th,16,DDR4,1024,0,Windows,0,Casual,1 year,Yes,Yes,102990,4.0,16,2
560,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,Casual,1 year,Yes,No,119990,4.0,8,1
561,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,No warranty,No,No,120980,3.0,0,0
562,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,1 year,No,No,157249,4.0,7,0
564,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,1 year,No,No,131500,3.0,0,0
565,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,0,Casual,No warranty,No,No,154990,5.0,3,0
566,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,0,Casual,No warranty,No,No,165990,3.0,0,0
567,Lenovo,Intel,Core i7,10th,16,LPDDR4X,1024,0,Windows,0,ThinNlight,No warranty,No,No,119990,2.0,2,1
568,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,0,Casual,No warranty,No,No,167990,3.0,0,0
569,HP,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,0,Casual,1 year,Yes,No,165000,3.0,0,0
570,Avita,Intel,Core i7,10th,16,DDR4,1024,0,Windows,0,ThinNlight,No warranty,No,No,62990,3.0,207,49
571,Lenovo,Intel,Core i7,11th,16,LPDDR4,1024,0,Windows,0,Casual,1 year,No,Yes,85990,3.0,7,2
572,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,2,Casual,1 year,No,Yes,94990,3.0,0,0
573,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,6,Casual,1 year,No,Yes,136990,3.0,0,0
577,ASUS,Intel,Core i7,10th,16,DDR4,0,1024,Windows,2,Casual,No warranty,No,No,93990,3.0,0,0
578,HP,Intel,Core i7,8th,16,DDR4,128,1024,Windows,4,Casual,1 year,No,No,116941,3.0,0,0
579,MSI,Intel,Core i7,10th,8,DDR4,256,1024,Windows,4,Casual,2 years,No,No,63990,4.0,794,83
580,ASUS,Intel,Core i7,10th,16,DDR4,256,1024,Windows,4,Gaming,No warranty,No,No,66990,4.0,25,4
581,ASUS,Intel,Core i7,11th,16,DDR4,256,1024,Windows,0,ThinNlight,No warranty,No,No,82500,3.0,0,0
583,MSI,Intel,Core i7,10th,16,DDR4,256,1024,Windows,4,Casual,3 years,No,No,159990,3.0,0,0
584,ASUS,Intel,Core i7,8th,16,DDR4,256,1024,Windows,0,ThinNlight,No warranty,No,No,98912,3.0,0,0
585,acer,Intel,Core i7,11th,16,DDR4,512,1024,Windows,4,Casual,1 year,No,No,92990,4.0,214,37
586,acer,Intel,Core i7,11th,16,DDR4,512,1024,Windows,6,Casual,1 year,No,No,119990,4.0,342,54
588,acer,Intel,Core i9,11th,16,DDR4,1024,0,Windows,6,Casual,1 year,No,No,139990,3.0,0,0
592,ASUS,Intel,Core i9,11th,16,DDR4,1024,0,Windows,6,Gaming,1 year,No,No,139990,3.0,0,0
595,MSI,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,4,Casual,No warranty,No,No,86990,4.0,218,27
596,MSI,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,6,Casual,No warranty,No,No,109990,4.0,78,16
597,MSI,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,4,Casual,No warranty,No,No,109590,4.0,5,2
598,ASUS,Intel,Core i7,10th,16,LPDDR4X,0,512,DOS,6,Casual,No warranty,No,No,146490,3.0,2,1
600,APPLE,M1,M1,10th,8,DDR4,256,0,Mac,0,Casual,1 year,No,No,112990,4.0,640,70
601,APPLE,M1,M1,10th,16,DDR4,256,0,Mac,0,Casual,1 year,No,No,104990,4.0,45,4
602,APPLE,M1,M1,10th,8,DDR4,256,0,Mac,0,Casual,1 year,No,No,112990,4.0,640,70
